ano,mes,init_date,poc_status,backend_used,backend_diferente_da_validada,dataset_representation_used,representacao_diferente_da_validada,inicializacao_selecao_status,n_raw,member_count_per_lead_ok,temporal_mapping_confirmado,unidade_confirmada,grade_confirmada,erro_inesperado,localizacao
2003,1,2003-01,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,2,2003-02,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,3,2003-03,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,4,2003-04,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,5,2003-05,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,6,2003-06,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,7,2003-07,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,8,2003-08,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,9,2003-09,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,10,2003-10,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,11,2003-11,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2003,12,2003-12,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,1,2004-01,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,2,2004-02,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,3,2004-03,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,4,2004-04,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,5,2004-05,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,6,2004-06,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,7,2004-07,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,8,2004-08,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,9,2004-09,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,10,2004-10,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,11,2004-11,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2004,12,2004-12,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,1,2005-01,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,2,2005-02,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,3,2005-03,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,4,2005-04,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,5,2005-05,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,6,2005-06,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,7,2005-07,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,8,2005-08,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,9,2005-09,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,10,2005-10,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,11,2005-11,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2005,12,2005-12,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,1,2006-01,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,2,2006-02,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,3,2006-03,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,4,2006-04,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,5,2006-05,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,6,2006-06,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,7,2006-07,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,8,2006-08,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,9,2006-09,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,10,2006-10,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,11,2006-11,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
2006,12,2006-12,APROVADO,IRIDL_LEGACY,False,NMME_HARMONIZED_MONTHLY,False,RANGEEDGES_OK,144,True,True,True,True,,Fazendas_Sinobras_Centroide
